Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Has buscado -/a_Aadir al carrito_1_2_3""))",Chrome 114.0.0.0,,,2023-07-05 20:05:06,2023-07-05 20:05:07,"0,419s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Has buscado -/a_Ver carrito""))",Chrome 114.0.0.0,,,2023-07-05 20:05:07,2023-07-05 20:05:08,"0,957s",PASSED
Video,Chrome 114.0.0.0,,,2023-07-05 20:05:10,2023-07-05 20:05:10,"0,000s",PASSED
,,,,,,,
Test Cases/ScriptsComunes/ComprobarCarritoVariosProductos,Chrome 114.0.0.0,,,2023-07-05 20:05:10,2023-07-05 20:05:31,"21,159s",PASSED
"click(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Has buscado -/a_Ver carrito""))",Chrome 114.0.0.0,,,2023-07-05 20:05:10,2023-07-05 20:05:12,"1,810s",PASSED
"verifyElementText(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/Cabecera_Carrito""), ""Carrito"")",Chrome 114.0.0.0,,,2023-07-05 20:05:12,2023-07-05 20:05:13,"0,904s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/div_TienesTarjetaRegalo""))",Chrome 114.0.0.0,,,2023-07-05 20:05:13,2023-07-05 20:05:14,"0,418s",PASSED
"scrollToElement(findTestObject(""Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/th_Producto""), 2)",Chrome 114.0.0.0,,,2023-07-05 20:05:14,2023-07-05 20:05:14,"0,396s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/th_Producto""))",Chrome 114.0.0.0,,,2023-07-05 20:05:14,2023-07-05 20:05:14,"0,440s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/th_Precio""))",Chrome 114.0.0.0,,,2023-07-05 20:05:14,2023-07-05 20:05:15,"0,437s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/th_Cantidad""))",Chrome 114.0.0.0,,,2023-07-05 20:05:15,2023-07-05 20:05:15,"0,403s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/th_Subtotal""))",Chrome 114.0.0.0,,,2023-07-05 20:05:15,2023-07-05 20:05:16,"0,388s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/td_""))",Chrome 114.0.0.0,,,2023-07-05 20:05:16,2023-07-05 20:05:16,"0,429s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/ImagenGafas""))",Chrome 114.0.0.0,,,2023-07-05 20:05:16,2023-07-05 20:05:16,"0,386s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/a_PantalanyCamisaDeHombre""))",Chrome 114.0.0.0,,,2023-07-05 20:05:16,2023-07-05 20:05:17,"0,427s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/bdi_25,00""))",Chrome 114.0.0.0,,,2023-07-05 20:05:17,2023-07-05 20:05:17,"0,386s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/bdi_22,50""))",Chrome 114.0.0.0,,,2023-07-05 20:05:17,2023-07-05 20:05:18,"0,405s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/ImagenPantalonYCamisa""))",Chrome 114.0.0.0,,,2023-07-05 20:05:18,2023-07-05 20:05:18,"0,399s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/td_Vestido de noche""))",Chrome 114.0.0.0,,,2023-07-05 20:05:18,2023-07-05 20:05:18,"0,430s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/bdi_10,00""))",Chrome 114.0.0.0,,,2023-07-05 20:05:18,2023-07-05 20:05:19,"0,418s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/bdi_9,00""))",Chrome 114.0.0.0,,,2023-07-05 20:05:19,2023-07-05 20:05:19,"0,386s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/bdi_9,00""))",Chrome 114.0.0.0,,,2023-07-05 20:05:19,2023-07-05 20:05:20,"0,390s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/ImagenVestidoNoche""))",Chrome 114.0.0.0,,,2023-07-05 20:05:20,2023-07-05 20:05:20,"0,372s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/td_Vestido de playa""))",Chrome 114.0.0.0,,,2023-07-05 20:05:20,2023-07-05 20:05:20,"0,427s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Carrito -/bdi_30,00""))",Chrome 114.0.0.0,,,2023-07-05 20:05:20,2023-07-05 20:05:21,"0,426s",PASSED
