Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Modificación de datos de la cuenta con cliente registrado/Page_Mi Cuenta -/input__account_display_name""), NombreVisible)",Chrome 114.0.0.0,,,2023-07-06 00:45:30,2023-07-06 00:45:30,"0,899s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Modificación de datos de la cuenta con cliente registrado/Page_Mi Cuenta -/BotonGuardarCambios""))",Chrome 114.0.0.0,,,2023-07-06 00:45:30,2023-07-06 00:45:31,"0,389s",PASSED
"verifyElementText(findTestObject(""Object Repository/Modificación de datos de la cuenta con cliente registrado/Page_Mi Cuenta -/BotonGuardarCambios""), ""Guardar los cambios"")",Chrome 114.0.0.0,,,2023-07-06 00:45:31,2023-07-06 00:45:31,"0,364s",PASSED
"click(findTestObject(""Object Repository/Modificación de datos de la cuenta con cliente registrado/Page_Mi Cuenta -/input_Suscrbete a nuestro boletn_mailchimp__5ffe50""))",Chrome 114.0.0.0,,,2023-07-06 00:45:31,2023-07-06 00:45:32,"0,450s",PASSED
"click(findTestObject(""Object Repository/Modificación de datos de la cuenta con cliente registrado/Page_Mi Cuenta -/input_Darte de baja de nuestro boletn_mailc_aff7e8""))",Chrome 114.0.0.0,,,2023-07-06 00:45:32,2023-07-06 00:45:32,"0,568s",PASSED
"click(findTestObject(""Object Repository/Modificación de datos de la cuenta con cliente registrado/Page_Mi Cuenta -/BotonGuardarCambios""))",Chrome 114.0.0.0,,,2023-07-06 00:45:32,2023-07-06 00:45:36,"3,622s",PASSED
"verifyElementText(findTestObject(""Object Repository/Modificación de datos de la cuenta con cliente registrado/Page_Mi Cuenta -/div_La informacin de cuenta se ha cambiado _f82b81""), ""La información de cuenta se ha cambiado correctamente."")",Chrome 114.0.0.0,,,2023-07-06 00:45:36,2023-07-06 00:45:37,"1,042s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Modificación de datos de la cuenta con cliente registrado/Page_Mi Cuenta -/div_La informacin de cuenta se ha cambiado _f82b81""))",Chrome 114.0.0.0,,,2023-07-06 00:45:37,2023-07-06 00:45:37,"0,398s",PASSED
Video,Chrome 114.0.0.0,,,2023-07-06 00:45:39,2023-07-06 00:45:39,"0,002s",PASSED
,,,,,,,
Test Cases/ScriptsComunes/ComprobarCuponesCliente,Chrome 114.0.0.0,,,2023-07-06 00:45:39,2023-07-06 00:45:48,"8,253s",PASSED
"click(findTestObject(""Object Repository/Modificación de datos de la cuenta con cliente registrado/Page_Mi Cuenta -/a_Mis cupones""))",Chrome 114.0.0.0,,,2023-07-06 00:45:40,2023-07-06 00:45:42,"2,550s",PASSED
"verifyElementText(findTestObject(""Object Repository/Modificación de datos de la cuenta con cliente registrado/Page_Mi Cuenta -/h4_Cupones disponibles""), ""Cupones disponibles"")",Chrome 114.0.0.0,,,2023-07-06 00:45:42,2023-07-06 00:45:44,"1,922s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Modificación de datos de la cuenta con cliente registrado/Page_Mi Cuenta -/div_10            Cart discount            _75c9ee""))",Chrome 114.0.0.0,,,2023-07-06 00:45:44,2023-07-06 00:45:45,"0,374s",PASSED
"verifyElementText(findTestObject(""Object Repository/Modificación de datos de la cuenta con cliente registrado/Page_Mi Cuenta -/h4_Used Coupons""), ""Used Coupons"")",Chrome 114.0.0.0,,,2023-07-06 00:45:45,2023-07-06 00:45:45,"0,395s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Modificación de datos de la cuenta con cliente registrado/Page_Mi Cuenta -/div_10            Cart discount            _076c17""))",Chrome 114.0.0.0,,,2023-07-06 00:45:45,2023-07-06 00:45:46,"0,370s",PASSED
Video,Chrome 114.0.0.0,,,2023-07-06 00:45:48,2023-07-06 00:45:48,"0,001s",PASSED
,,,,,,,
Test Cases/ScriptsComunes/CerrarSesion,Chrome 114.0.0.0,,,2023-07-06 00:45:48,2023-07-06 00:45:56,"8,454s",PASSED
"click(findTestObject(""Compra de un grupo de productos con descuentos con cliente registrado/Page_Inicio -/MiCuenta""))",Chrome 114.0.0.0,,,2023-07-06 00:45:48,2023-07-06 00:45:50,"1,662s",PASSED
"click(findTestObject(""Compra de un grupo de productos con descuentos con cliente registrado/MiCuenta/Salir""))",Chrome 114.0.0.0,,,2023-07-06 00:45:50,2023-07-06 00:45:53,"3,010s",PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-07-06 00:45:53,2023-07-06 00:45:54,"1,269s",PASSED
Video,Chrome 114.0.0.0,,,2023-07-06 00:45:56,2023-07-06 00:45:56,"0,000s",PASSED
